similarity;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,1,2,3],"matchScore":[1,0.4592307692307692,0.21825396825396826,1],"exact":2,"score":2.6774847374847375,"order":1,"size":0.25};752;strada constantin coanda 5;536;strada constaninescu mitrita 5
{"matched":[0,2,-1,1,3],"matchScore":[1,1,0,0.33809523809523806,1],"exact":3,"score":3.3380952380952382,"order":0.5999999999999999,"size":0.25};753;strada constantin radulescu motru 8;1344;strada nottara constantin 8
{"matched":[0,1,3],"matchScore":[1,0.46071428571428574,1],"exact":2,"score":2.460714285714286,"order":0.7777777777777777,"size":0.25};754;strada crisana 7;569;strada cristian radu 7
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};755;bulevardul dacia 51;578;bulevardul dacia 56
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};756;bulevardul dacia 88;591;bulevardul dacia 82
{"matched":[0,1,2],"matchScore":[1,1,0.3611111111111111],"exact":2,"score":2.361111111111111,"order":1,"size":0.3333333333333333};757;bulevardul dacia 178;589;bulevardul dacia 76-78
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};758;calea dorobantilor 47;667;calea dorobantilor 49
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};759;calea dorobantilor 71;669;calea dorobantilor 72
{"matched":[0,3,2,4],"matchScore":[0.3611111111111111,0.911875,0.2569444444444444,1],"exact":1,"score":2.5299305555555556,"order":0.7000000000000002,"size":0.2};760;intrarea dumitrescu procopie 4;1277;strada mirea george demetrescu 4
{"matched":[0,2,1,4],"matchScore":[1,0.29074074074074074,1,0.35],"exact":2,"score":2.640740740740741,"order":0.7,"size":0.2};761;strada elena cuza 29;575;strada cuza alexandru ioan 21
{"matched":[0,1,2,3],"matchScore":[1,0.32857142857142857,0.2943121693121693,1],"exact":2,"score":2.6228835978835976,"order":1,"size":0.25};762;strada emanoil bacaloglu 2;1218;strada mavrogheni nicolae 2
{"matched":[0,2,1,3],"matchScore":[1,1,0.25595238095238093,1],"exact":3,"score":3.255952380952381,"order":0.75,"size":0.25};763;strada emil racovita 6;142;strada balaban emil 6
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};764;bulevardul ferdinand i 12;776;bulevardul ferdinand i 13
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.32499999999999996],"exact":3,"score":3.325,"order":1,"size":0.25};765;bulevardul ferdinand i 12a;776;bulevardul ferdinand i 13
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.45555555555555555],"exact":3,"score":3.4555555555555557,"order":1,"size":0.25};766;bulevardul ferdinand i 135;776;bulevardul ferdinand i 13
{"matched":[0,1,3],"matchScore":[1,0.3772486772486772,1],"exact":2,"score":2.3772486772486774,"order":0.7777777777777777,"size":0.25};767;strada gabroveni 2;1218;strada mavrogheni nicolae 2
{"matched":[0,1,2,3,-1],"matchScore":[0.29444444444444445,1,1,1,0],"exact":3,"score":3.2944444444444443,"order":1,"size":0.2};768;strada garii de nord 6-8;855;piata garii de nord 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};769;bulevardul gheorghe magheru 43;1154;bulevardul magheru gheorghe 33
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};770;bulevardul gheorghe magheru 32-36;1154;bulevardul magheru gheorghe 33
{"matched":[0,1,2],"matchScore":[1,0.35749999999999993,0.43333333333333335],"exact":1,"score":1.7908333333333333,"order":1,"size":0.3333333333333333};771;calea giulesti 46-48;907;calea grivitei 46
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.9555555555555555],"exact":3,"score":3.9555555555555557,"order":0.75,"size":0.25};772;strada grigore alexandrescu 100;28;strada alexandrescu grigore 10
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};773;strada grigore cobalcescu 49;998;strada ionescu grigore 40
{"matched":[0,2,3,4],"matchScore":[1,0.3871428571428571,0.23750000000000002,1],"exact":2,"score":2.624642857142857,"order":0.8500000000000001,"size":0.2};774;strada grigore cobalcescu 9;1278;strada mirea george demetrescu 9
{"matched":[0,1,2],"matchScore":[1,1,0.3125],"exact":2,"score":2.3125,"order":1,"size":0.3333333333333333};775;calea grivitei 184b;893;calea grivitei 11
{"matched":[0,1,2],"matchScore":[1,1,0.39999999999999997],"exact":2,"score":2.4,"order":1,"size":0.3333333333333333};776;calea grivitei 240;889;calea grivitei 2
{"matched":[0,1,3,4],"matchScore":[1,0.28095238095238095,0.38,1],"exact":2,"score":2.6609523809523807,"order":0.8,"size":0.2};777;strada iacob felix 7;1617;strada robescu c f 7
{"matched":[0,3,2,4],"matchScore":[1,0.40249999999999997,0.32407407407407407,1],"exact":2,"score":2.726574074074074,"order":0.7000000000000002,"size":0.2};778;strada iancu capitanu 19;574;strada cuza alexandru ioan 19
{"matched":[0,2,1,3],"matchScore":[1,0.4761904761904762,1,0.35],"exact":2,"score":2.8261904761904764,"order":0.75,"size":0.25};779;strada ieremia grigorescu 24;888;strada grigorescu eremia 26
{"matched":[0,2,3],"matchScore":[1,0.32,1],"exact":2,"score":2.3200000000000003,"order":0.7777777777777777,"size":0.25};780;strada ilfov 1a;957;strada hasdeu iulia 1a
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};781;splaiul independentei 58;987;splaiul independentei 5
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};782;strada ion brezoianu 3-5;294;strada brezoianu ion 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};783;strada ion brezoianu 18;294;strada brezoianu ion 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};784;strada ion campineanu 1;480;strada campineanu ion 16
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};785;bulevardul ion mihalache 71;1253;bulevardul mihalache ion 10
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};786;strada jules michelet 15-17;1245;strada michelet jules 8
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};787;bulevardul lascar catargiu 14;395;bulevardul catargiu lascar 12
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};788;bulevardul lascar catargiu 16;395;bulevardul catargiu lascar 12
{"matched":[0,1,2],"matchScore":[1,0.43214285714285716,1],"exact":2,"score":2.432142857142857,"order":1,"size":0.3333333333333333};789;strada leonida 33;1133;strada londra 33
{"matched":[0,1,2],"matchScore":[1,0.43214285714285716,1],"exact":2,"score":2.432142857142857,"order":1,"size":0.3333333333333333};790;strada leonida 16;11;strada londra 16
{"matched":[0,1,2],"matchScore":[1,0.25595238095238093,1],"exact":2,"score":2.255952380952381,"order":1,"size":0.3333333333333333};791;intrarea licurici 5;224;intrarea bitolia 5
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};792;strada lipscani 14;1069;strada lipscani 1
{"matched":[0,1,2,3],"matchScore":[1,0.3380952380952381,0.2875,1],"exact":2,"score":2.6255952380952383,"order":1,"size":0.25};793;strada mahatma gandhi 7;1167;strada manu gheorghe 7
{"matched":[0,1,3],"matchScore":[1,0.43,1],"exact":2,"score":2.4299999999999997,"order":0.7777777777777777,"size":0.25};794;strada mantuleasa 12;1169;strada manu gheorghe 12
{"matched":[0,1,3],"matchScore":[1,0.40952380952380957,1],"exact":2,"score":2.40952380952381,"order":0.7777777777777777,"size":0.25};795;strada mantuleasa 5;170;strada baneasa ancuta 5
{"matched":[0,2,3],"matchScore":[1,0.36857142857142855,1],"exact":2,"score":2.3685714285714283,"order":0.7777777777777777,"size":0.25};796;strada mantuleasa 8;219;strada biserica marcuta 8
{"matched":[0,1,2],"matchScore":[1,0.285016835016835,1],"exact":2,"score":2.285016835016835,"order":1,"size":0.3333333333333333};797;bulevardul marasesti 42;121;bulevardul aviatorilor 42
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.27777777777777773],"exact":3,"score":3.2777777777777777,"order":1,"size":0.25};798;strada matei voievod 125-133;1213;strada matei voievod 31
{"matched":[0,1,2,3],"matchScore":[0.3392857142857143,1,0.24166666666666667,0.3875],"exact":1,"score":1.968452380952381,"order":1,"size":0.25};799;soseaua mihai bravu 75-83;1248;strada mihai voda 7
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};800;strada mihai eminescu 89;743;strada eminescu mihai 29
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};801;bulevardul mihail kogalniceanu 24;1056;bulevardul kogalniceanu mihail 36-46
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};802;bulevardul mihail kogalniceanu 26;1056;bulevardul kogalniceanu mihail 36-46
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3055555555555555],"exact":3,"score":3.3055555555555554,"order":0.75,"size":0.25};803;strada mircea vulcanescu 87b;1988;strada vulcanescu mircea 17
{"matched":[0,1,2,3],"matchScore":[1,0.35333333333333333,0.37047619047619046,1],"exact":2,"score":2.723809523809524,"order":1,"size":0.25};804;strada mitropolit nifon 1;1260;strada minovici nicolae 1
{"matched":[0,2,3],"matchScore":[1,0.3028571428571429,1],"exact":2,"score":2.302857142857143,"order":0.7777777777777777,"size":0.25};805;intrarea moneasa 5;56;intrarea alexe marin 5
{"matched":[0,2,3],"matchScore":[1,0.2884920634920635,1],"exact":2,"score":2.288492063492064,"order":0.7777777777777777,"size":0.25};806;strada occidentului 45;785;strada filipescu nicolae 45
{"matched":[0,2,4],"matchScore":[1,0.34722222222222215,1],"exact":2,"score":2.3472222222222223,"order":0.7333333333333334,"size":0.2};807;strada occidentului 32;375;strada caragiale i l 32
{"matched":[0,1,2],"matchScore":[1,0.32407407407407407,1],"exact":2,"score":2.324074074074074,"order":1,"size":0.3333333333333333};808;strada olimpului 43;1082;strada lipscani 43
{"matched":[0,1,2],"matchScore":[0.3392857142857143,0.31164021164021166,1],"exact":1,"score":1.650925925925926,"order":1,"size":0.3333333333333333};809;soseaua oltenitei 83;1846;strada toamnei 83
{"matched":[0,3,1,4],"matchScore":[1,0.36111111111111116,0.25132275132275134,1],"exact":2,"score":2.6124338624338623,"order":0.5999999999999999,"size":0.2};810;strada pamfil nastase 19;196;strada berthelot h m 19
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.39999999999999997],"exact":1,"score":1.7933333333333332,"order":0.7333333333333334,"size":0.2};811;soseaua pantelimon 247;1037;soseaua kiseleff pavel dimitrievici 2
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.45555555555555555],"exact":1,"score":1.8488888888888888,"order":0.7333333333333334,"size":0.2};812;soseaua pantelimon 287;1047;soseaua kiseleff pavel dimitrievici 28
{"matched":[0,2,3,1,4],"matchScore":[1,1,1,1,0.925],"exact":4,"score":4.925,"order":0.6800000000000002,"size":0.2};813;soseaua pavel dimitrievici kiseleff 22;1037;soseaua kiseleff pavel dimitrievici 2
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};814;calea plevnei 5-7;1456;calea plevnei 54
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.24166666666666667],"exact":3,"score":3.2416666666666667,"order":1,"size":0.25};815;strada popa nan 137a;1513;strada popa nan 47bis
{"matched":[0,2,1,3],"matchScore":[1,0.3333333333333333,0.34625,1],"exact":2,"score":2.6795833333333334,"order":0.75,"size":0.25};816;strada popa petre 14;1429;strada patrascu voda 14
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.925],"exact":3,"score":3.925,"order":1,"size":0.25};817;bulevardul regina elisabeta 55;725;bulevardul regina elisabeta 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};818;bulevardul regina elisabeta 57;725;bulevardul regina elisabeta 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};819;bulevardul regina elisabeta 59;725;bulevardul regina elisabeta 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};820;bulevardul regina elisabeta 63;731;bulevardul regina elisabeta 33
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};821;bulevardul regina elisabeta 4-14;724;bulevardul regina elisabeta 4-14
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};822;strada romulus 28;1661;strada romulus 2
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};823;bulevardul banul manta 30;147;bulevardul banul manta 9
{"matched":[0,3,1,4],"matchScore":[0.29444444444444445,0.35714285714285715,0.25595238095238093,1],"exact":1,"score":1.9075396825396824,"order":0.5999999999999999,"size":0.2};824;piata sfintii voievozi 2;1613;strada robescu c f 2
{"matched":[0,1,3],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":0.7777777777777777,"size":0.25};825;strada silvestru 73;1776;strada silvestru constantin 79
{"matched":[0,1,2,3],"matchScore":[1,0.4067460317460318,0.31666666666666665,1],"exact":2,"score":2.7234126984126985,"order":1,"size":0.25};826;strada spataru preda 5;693;strada patrascu voda 5
{"matched":[0,1,2],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":1,"size":0.3333333333333333};827;strada sperantei 46;203;strada berzei 46
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};828;strada spiru haret 7a;956;strada haret spiru 8
{"matched":[0,1,2,3],"matchScore":[1,0.3055555555555555,0.24761904761904763,1],"exact":2,"score":2.553174603174603,"order":1,"size":0.25};829;strada stefan mihaileanu 40;75;strada aman theodor 40
{"matched":[0,1,2,3],"matchScore":[1,0.3952380952380952,0.2698412698412698,1],"exact":2,"score":2.665079365079365,"order":1,"size":0.25};830;strada stelian mihale 3;721;strada elias jacques 3
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};831;strada stirbei voda 92;1841;strada stirbei voda 97
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};832;strada thomas masaryk 9;1187;strada masaryk thomas 25
{"matched":[0,2,3],"matchScore":[1,0.3817460317460317,1],"exact":2,"score":2.3817460317460317,"order":0.7777777777777777,"size":0.25};833;strada tincani 10;308;strada budisteanu constantin 10
{"matched":[0,1,2],"matchScore":[1,1,0.3125],"exact":2,"score":2.3125,"order":1,"size":0.3333333333333333};834;strada traian 77-79;1857;strada traian 75
{"matched":[0,2,3],"matchScore":[1,0.39501424501424504,0.925],"exact":1,"score":2.320014245014245,"order":0.7777777777777777,"size":0.25};835;strada transilvaniei 44;1421;strada parintele staniloaie 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};836;strada vasile lascar 33;1062;strada lascar vasile 32
{"matched":[0,2,4],"matchScore":[1,0.32916666666666666,0.3333333333333333],"exact":1,"score":1.6624999999999999,"order":0.7333333333333334,"size":0.2};837;soseaua vergului 67;1046;soseaua kiseleff pavel dimitrievici 27
{"matched":[0,1,2],"matchScore":[1,1,0.9555555555555555],"exact":2,"score":2.9555555555555557,"order":1,"size":0.3333333333333333};838;calea victoriei 12a;1919;calea victoriei 12
{"matched":[0,2,4],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.7333333333333334,"size":0.2};839;strada visinilor 3;374;strada caragiale i l 3
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};840;strada vulturilor 38;2013;strada vulturilor 3
{"matched":[0,1,2],"matchScore":[1,0.375,1],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};841;strada zborului 1;1588;strada ritmului 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.32499999999999996],"exact":3,"score":3.325,"order":0.75,"size":0.25};842;strada aurel vlaicu 148;1967;strada vlaicu aurel 16
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};843;soseaua colentina 23b;499;soseaua colentina 
{"matched":[0,3,2,1,4],"matchScore":[1,1,0.29444444444444445,0.27037037037037037,0.35],"exact":2,"score":2.914814814814815,"order":0.6800000000000002,"size":0.2};844;strada constantin daniel rosenthal 30;1707;strada sandu aldea constantin 35
{"matched":[0,1,3],"matchScore":[1,0.32666666666666666,1],"exact":2,"score":2.3266666666666667,"order":0.7777777777777777,"size":0.25};845;strada gabroveni 16;887;strada grigorescu eremia 16
{"matched":[0,1,2],"matchScore":[1,1,0.375],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};846;splaiul independentei 319l;983;splaiul independentei 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};847;bulevardul ion mihalache 315;1253;bulevardul mihalache ion 10
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};848;splaiul unirii 76;1899;splaiul unirii 173
{"matched":[0,-1,1,2],"matchScore":[1,0,0.2916666666666667,1],"exact":2,"score":2.291666666666667,"order":0.7777777777777777,"size":0.3333333333333333};849;strada valeriu braniste 54-56;1644;strada roma 54-56
{"matched":[0,1,2,3],"matchScore":[1,0.9390740740740741,0.2569444444444444,1],"exact":2,"score":3.1960185185185184,"order":1,"size":0.25};850;strada alexandru balasanu 9;21;strada alecsandri vasile 9
{"matched":[0,2,1,3],"matchScore":[1,0.2222222222222222,0.4246031746031746,1],"exact":2,"score":2.646825396825397,"order":0.75,"size":0.25};851;bulevardul alexandru obregia 33;731;bulevardul regina elisabeta 33
