similarity;a_score;lie_index;lie_add;lmi_index;lmi_add
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;751;strada clopotarii vechi 18;493;strada clopotarii vechi 4
{"matched":[0,3,1,-1],"matchScore":[1,1,0.35000000000000003,0],"exact":2,"score":2.35,"order":0.5555555555555556,"size":0.2};1103.5;752;strada constantin coanda 5;1702;strada sandu aldea constantin 14
{"matched":[0,2,1,-1,3],"matchScore":[1,1,0.2759259259259259,0,1],"exact":3,"score":3.275925925925926,"order":0.7,"size":0.25};11028.592592592593;753;strada constantin radulescu motru 8;307;strada budisteanu constantin 8
{"matched":[0,1,3],"matchScore":[1,0.46071428571428574,1],"exact":2,"score":2.460714285714286,"order":0.7777777777777777,"size":0.25};105.60714285714286;754;strada crisana 7;569;strada cristian radu 7
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;755;bulevardul dacia 51;578;bulevardul dacia 56
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;756;bulevardul dacia 88;591;bulevardul dacia 82
{"matched":[0,1,2],"matchScore":[1,1,0.3611111111111111],"exact":2,"score":2.361111111111111,"order":1,"size":0.3333333333333333};110.36111111111111;757;bulevardul dacia 178;589;bulevardul dacia 76-78
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;758;calea dorobantilor 47;667;calea dorobantilor 49
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;759;calea dorobantilor 71;669;calea dorobantilor 72
{"matched":[0,1,2,3],"matchScore":[1,0.27285714285714285,0.24503968253968256,1],"exact":2,"score":2.5178968253968255,"order":1,"size":0.25};1030.736111111111;760;intrarea dumitrescu procopie 4;606;intrarea dascalu nicolae 4
{"matched":[0,1,2,3],"matchScore":[1,0.41111111111111115,0.22916666666666666,0.35],"exact":1,"score":1.990277777777778,"order":1,"size":0.25};1043.7527777777777;761;strada elena cuza 29;1753;strada stelea spatarul 23
{"matched":[0,2,1,-1],"matchScore":[1,1,0.24074074074074073,0],"exact":2,"score":2.240740740740741,"order":0.6666666666666667,"size":0.25};1102.4074074074074;762;strada emanoil bacaloglu 2;1526;strada porumbaru emanoil 12
{"matched":[0,2,1,3],"matchScore":[1,1,0.25595238095238093,1],"exact":3,"score":3.255952380952381,"order":0.75,"size":0.25};1103.5595238095239;763;strada emil racovita 6;142;strada balaban emil 6
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};1110.35;764;bulevardul ferdinand i 12;776;bulevardul ferdinand i 13
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.32499999999999996],"exact":3,"score":3.325,"order":1,"size":0.25};1110.325;765;bulevardul ferdinand i 12a;776;bulevardul ferdinand i 13
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.45555555555555555],"exact":3,"score":3.4555555555555557,"order":1,"size":0.25};1110.4555555555555;766;bulevardul ferdinand i 135;776;bulevardul ferdinand i 13
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;767;strada gabroveni 2;527;strada gabroveni 
{"matched":[0,3,2,-1,-1],"matchScore":[1,0.34861111111111115,1,0,0],"exact":2,"score":2.3486111111111114,"order":0.6444444444444446,"size":0.2};10448.611111111111;768;strada garii de nord 6-8;571;strada cutitul de argint 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};1110.3333333333333;769;bulevardul gheorghe magheru 43;1154;bulevardul magheru gheorghe 33
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1110.425;770;bulevardul gheorghe magheru 32-36;1154;bulevardul magheru gheorghe 33
{"matched":[0,1,2],"matchScore":[1,0.3898809523809524,0.2638888888888889],"exact":1,"score":1.6537698412698412,"order":1,"size":0.3333333333333333};104.1626984126984;771;calea giulesti 46-48;690;calea dudesti 134
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.9555555555555555],"exact":3,"score":3.9555555555555557,"order":0.75,"size":0.25};1110.9555555555555;772;strada grigore alexandrescu 100;28;strada alexandrescu grigore 10
{"matched":[0,2,1,3],"matchScore":[1,1,0.3190476190476191,0.35],"exact":2,"score":2.6690476190476193,"order":0.75,"size":0.25};1103.540476190476;773;strada grigore cobalcescu 49;998;strada ionescu grigore 40
{"matched":[0,2,1,-1],"matchScore":[1,1,0.3190476190476191,0],"exact":2,"score":2.3190476190476192,"order":0.6666666666666667,"size":0.25};1103.1904761904761;774;strada grigore cobalcescu 9;996;strada ionescu grigore 28
{"matched":[0,1,2],"matchScore":[1,1,0.3125],"exact":2,"score":2.3125,"order":1,"size":0.3333333333333333};110.3125;775;calea grivitei 184b;893;calea grivitei 11
{"matched":[0,1,2],"matchScore":[1,1,0.39999999999999997],"exact":2,"score":2.4,"order":1,"size":0.3333333333333333};110.4;776;calea grivitei 240;889;calea grivitei 2
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;777;strada iacob felix 7;773;strada felix iacob 51
{"matched":[0,2,1,3],"matchScore":[1,1,0.27499999999999997,0.42500000000000004],"exact":2,"score":2.7,"order":0.75,"size":0.25};1103.175;778;strada iancu capitanu 19;127;strada avram iancu 1
{"matched":[0,2,1,3],"matchScore":[1,0.4761904761904762,1,0.35],"exact":2,"score":2.8261904761904764,"order":0.75,"size":0.25};1057.9690476190476;779;strada ieremia grigorescu 24;888;strada grigorescu eremia 26
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;780;strada ilfov 1a;981;strada ilfov 3
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};110.425;781;splaiul independentei 58;987;splaiul independentei 5
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;782;strada ion brezoianu 3-5;294;strada brezoianu ion 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1110.425;783;strada ion brezoianu 18;294;strada brezoianu ion 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":0.75,"size":0.25};1110.425;784;strada ion campineanu 1;480;strada campineanu ion 16
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;785;bulevardul ion mihalache 71;1253;bulevardul mihalache ion 10
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;786;strada jules michelet 15-17;1245;strada michelet jules 8
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;787;bulevardul lascar catargiu 14;395;bulevardul catargiu lascar 12
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;788;bulevardul lascar catargiu 16;395;bulevardul catargiu lascar 12
{"matched":[0,1,2],"matchScore":[1,0.43214285714285716,1],"exact":2,"score":2.432142857142857,"order":1,"size":0.3333333333333333};105.32142857142857;789;strada leonida 33;1133;strada londra 33
{"matched":[0,1,2],"matchScore":[1,0.43214285714285716,1],"exact":2,"score":2.432142857142857,"order":1,"size":0.3333333333333333};105.32142857142857;790;strada leonida 16;11;strada londra 16
{"matched":[0,1,2],"matchScore":[1,0.25595238095238093,1],"exact":2,"score":2.255952380952381,"order":1,"size":0.3333333333333333};103.55952380952381;791;intrarea licurici 5;224;intrarea bitolia 5
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};110.425;792;strada lipscani 14;1069;strada lipscani 1
{"matched":[0,3,2,4],"matchScore":[1,0.3838095238095238,0.2888888888888889,1],"exact":2,"score":2.672698412698413,"order":0.7000000000000002,"size":0.2};1042.2698412698412;793;strada mahatma gandhi 7;187;strada berthelot henri mathias 7
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;794;strada mantuleasa 12;1232;strada mantuleasa 10
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;795;strada mantuleasa 5;1232;strada mantuleasa 10
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;796;strada mantuleasa 8;1232;strada mantuleasa 10
{"matched":[0,1,2],"matchScore":[1,0.285016835016835,1],"exact":2,"score":2.285016835016835,"order":1,"size":0.3333333333333333};103.85016835016835;797;bulevardul marasesti 42;121;bulevardul aviatorilor 42
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.27777777777777773],"exact":3,"score":3.2777777777777777,"order":1,"size":0.25};1110.2777777777778;798;strada matei voievod 125-133;1213;strada matei voievod 31
{"matched":[0,1,-1,-1],"matchScore":[1,0.32916666666666666,0,0],"exact":1,"score":1.3291666666666666,"order":1,"size":0.3333333333333333};1032.9166666666667;799;soseaua mihai bravu 75-83;886;soseaua iancului 3
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":0.75,"size":0.25};1110.3333333333333;800;strada mihai eminescu 89;743;strada eminescu mihai 29
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};1110.2916666666667;801;bulevardul mihail kogalniceanu 24;1056;bulevardul kogalniceanu mihail 36-46
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.2916666666666667],"exact":3,"score":3.2916666666666665,"order":0.75,"size":0.25};1110.2916666666667;802;bulevardul mihail kogalniceanu 26;1056;bulevardul kogalniceanu mihail 36-46
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.3055555555555555],"exact":3,"score":3.3055555555555554,"order":0.75,"size":0.25};1110.3055555555557;803;strada mircea vulcanescu 87b;1988;strada vulcanescu mircea 17
{"matched":[0,3,1,-1],"matchScore":[1,1,0.27499999999999997,0],"exact":2,"score":2.275,"order":0.5555555555555556,"size":0.2};1102.75;804;strada mitropolit nifon 1;1003;strada ivireanu antim mitropolit 47
{"matched":[0,2,3],"matchScore":[1,0.3028571428571429,1],"exact":2,"score":2.302857142857143,"order":0.7777777777777777,"size":0.25};104.02857142857142;805;intrarea moneasa 5;56;intrarea alexe marin 5
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;806;strada occidentului 45;1352;strada occidentului 8-10
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;807;strada occidentului 32;1352;strada occidentului 8-10
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;808;strada olimpului 43;1359;strada olimpului 17
{"matched":[0,1,-1],"matchScore":[1,0.35185185185185186,0],"exact":1,"score":1.3518518518518519,"order":1,"size":0.3333333333333333};103.51851851851852;809;soseaua oltenitei 83;562;soseaua cotroceni 32
{"matched":[0,1,2,3],"matchScore":[1,0.3814814814814815,0.353968253968254,0.35],"exact":1,"score":2.0854497354497354,"order":1,"size":0.25};1042.0378306878306;810;strada pamfil nastase 19;1419;strada parintele staniloaie 1a
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.39999999999999997],"exact":1,"score":1.7933333333333332,"order":0.7333333333333334,"size":0.2};104.33333333333334;811;soseaua pantelimon 247;1037;soseaua kiseleff pavel dimitrievici 2
{"matched":[0,2,4],"matchScore":[1,0.39333333333333337,0.45555555555555555],"exact":1,"score":1.8488888888888888,"order":0.7333333333333334,"size":0.2};104.38888888888889;812;soseaua pantelimon 287;1047;soseaua kiseleff pavel dimitrievici 28
{"matched":[0,2,3,1,4],"matchScore":[1,1,1,1,0.925],"exact":4,"score":4.925,"order":0.6800000000000002,"size":0.2};11110.925;813;soseaua pavel dimitrievici kiseleff 22;1037;soseaua kiseleff pavel dimitrievici 2
{"matched":[0,1,2],"matchScore":[1,1,0.35],"exact":2,"score":2.35,"order":1,"size":0.3333333333333333};110.35;814;calea plevnei 5-7;1456;calea plevnei 54
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.24166666666666667],"exact":3,"score":3.2416666666666667,"order":1,"size":0.25};1110.2416666666666;815;strada popa nan 137a;1513;strada popa nan 47bis
{"matched":[0,1,2,3],"matchScore":[1,1,0.3,0.3333333333333333],"exact":2,"score":2.6333333333333333,"order":1,"size":0.25};1103.3333333333333;816;strada popa petre 14;1520;strada popa soare 54
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.925],"exact":3,"score":3.925,"order":1,"size":0.25};1110.925;817;bulevardul regina elisabeta 55;725;bulevardul regina elisabeta 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1110.425;818;bulevardul regina elisabeta 57;725;bulevardul regina elisabeta 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.42500000000000004],"exact":3,"score":3.425,"order":1,"size":0.25};1110.425;819;bulevardul regina elisabeta 59;725;bulevardul regina elisabeta 5
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.3333333333333333],"exact":3,"score":3.3333333333333335,"order":1,"size":0.25};1110.3333333333333;820;bulevardul regina elisabeta 63;731;bulevardul regina elisabeta 33
{"matched":[0,1,2,3],"matchScore":[1,1,1,1],"exact":4,"score":4,"order":1,"size":0.25};1111;821;bulevardul regina elisabeta 4-14;724;bulevardul regina elisabeta 4-14
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};110.425;822;strada romulus 28;1661;strada romulus 2
{"matched":[0,1,2,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":1,"size":0.25};1110;823;bulevardul banul manta 30;147;bulevardul banul manta 9
{"matched":[0,4,2,-1],"matchScore":[1,0.38095238095238093,0.2708333333333333,0],"exact":1,"score":1.6517857142857142,"order":0.4666666666666668,"size":0.2};1040.8035714285713;824;piata sfintii voievozi 2;83;piata arcul de triumf f.n.
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;825;strada silvestru 73;880;strada silvestru 38
{"matched":[0,1,2,3],"matchScore":[1,0.4067460317460318,0.31666666666666665,1],"exact":2,"score":2.7234126984126985,"order":1,"size":0.25};1044.8412698412699;826;strada spataru preda 5;693;strada patrascu voda 5
{"matched":[0,1,2],"matchScore":[1,1,0.3125],"exact":2,"score":2.3125,"order":1,"size":0.3333333333333333};110.3125;827;strada sperantei 46;1802;strada sperantei 42-46
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;828;strada spiru haret 7a;956;strada haret spiru 8
{"matched":[0,2,1,-1],"matchScore":[1,1,0.23253968253968252,0],"exact":2,"score":2.2325396825396826,"order":0.6666666666666667,"size":0.25};1102.3253968253969;829;strada stefan mihaileanu 40;1758;strada sfantul stefan 
{"matched":[0,1,2,3],"matchScore":[1,0.45476190476190476,0.2638888888888889,0.925],"exact":1,"score":2.6436507936507936,"order":1,"size":0.25};1049.0400793650792;830;strada stelian mihale 3;1808;strada stelea spatarul 3a
{"matched":[0,1,2,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":1,"size":0.25};1110.35;831;strada stirbei voda 92;1841;strada stirbei voda 97
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;832;strada thomas masaryk 9;1187;strada masaryk thomas 25
{"matched":[0,2,3],"matchScore":[1,0.3817460317460317,1],"exact":2,"score":2.3817460317460317,"order":0.7777777777777777,"size":0.25};104.81746031746032;833;strada tincani 10;308;strada budisteanu constantin 10
{"matched":[0,1,2],"matchScore":[1,1,0.3125],"exact":2,"score":2.3125,"order":1,"size":0.3333333333333333};110.3125;834;strada traian 77-79;1857;strada traian 75
{"matched":[0,2,3],"matchScore":[1,0.39501424501424504,0.925],"exact":1,"score":2.320014245014245,"order":0.7777777777777777,"size":0.25};104.87514245014245;835;strada transilvaniei 44;1421;strada parintele staniloaie 4
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.35],"exact":3,"score":3.35,"order":0.75,"size":0.25};1110.35;836;strada vasile lascar 33;1062;strada lascar vasile 32
{"matched":[0,1,-1],"matchScore":[1,0.375,0],"exact":1,"score":1.375,"order":1,"size":0.3333333333333333};103.75;837;soseaua vergului 67;1343;soseaua nordului f.n.
{"matched":[0,1,2],"matchScore":[1,1,0.9555555555555555],"exact":2,"score":2.9555555555555557,"order":1,"size":0.3333333333333333};110.95555555555555;838;calea victoriei 12a;1919;calea victoriei 12
{"matched":[0,2,4],"matchScore":[1,0.35185185185185186,1],"exact":2,"score":2.351851851851852,"order":0.7333333333333334,"size":0.2};104.51851851851852;839;strada visinilor 3;650;strada dobrescu i demetru 3
{"matched":[0,1,2],"matchScore":[1,1,0.42500000000000004],"exact":2,"score":2.425,"order":1,"size":0.3333333333333333};110.425;840;strada vulturilor 38;2013;strada vulturilor 3
{"matched":[0,1,2],"matchScore":[1,0.375,1],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};104.75;841;strada zborului 1;1588;strada ritmului 1
{"matched":[0,2,1,3],"matchScore":[1,1,1,0.32499999999999996],"exact":3,"score":3.325,"order":0.75,"size":0.25};1110.325;842;strada aurel vlaicu 148;1967;strada vlaicu aurel 16
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;843;soseaua colentina 23b;499;soseaua colentina 
{"matched":[0,3,2,1,4],"matchScore":[1,1,0.29444444444444445,0.27037037037037037,0.35],"exact":2,"score":2.914814814814815,"order":0.6800000000000002,"size":0.2};11032.49814814815;844;strada constantin daniel rosenthal 30;1707;strada sandu aldea constantin 35
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;845;strada gabroveni 16;527;strada gabroveni 
{"matched":[0,1,2],"matchScore":[1,1,0.375],"exact":2,"score":2.375,"order":1,"size":0.3333333333333333};110.375;846;splaiul independentei 319l;983;splaiul independentei 1
{"matched":[0,2,1,-1],"matchScore":[1,1,1,0],"exact":3,"score":3,"order":0.6666666666666667,"size":0.25};1110;847;bulevardul ion mihalache 315;1253;bulevardul mihalache ion 10
{"matched":[0,1,-1],"matchScore":[1,1,0],"exact":2,"score":2,"order":1,"size":0.3333333333333333};110;848;splaiul unirii 76;1899;splaiul unirii 173
{"matched":[0,2,1,-1],"matchScore":[1,0.4523809523809524,0.34722222222222215,0],"exact":1,"score":1.7996031746031744,"order":0.6666666666666667,"size":0.25};1048.7103174603174;849;strada valeriu braniste 54-56;1418;strada parintele galeriu 13
{"matched":[0,2,1,-1],"matchScore":[1,1,0.2638888888888889,0],"exact":2,"score":2.263888888888889,"order":0.6666666666666667,"size":0.25};1102.638888888889;850;strada alexandru balasanu 9;1650;strada romano alexandru 8
{"matched":[0,2,3,-1],"matchScore":[1,1,0.23214285714285712,0],"exact":2,"score":2.232142857142857,"order":0.8222222222222222,"size":0.2};1102.3214285714287;851;bulevardul alexandru obregia 33;573;bulevardul cuza alexandru ioan 17
